,True,Predicted
0,INTP,INTP
1,ENTP,INFJ
2,ISTP,INFP
3,ISFP,INTP
4,INTJ,ISFJ
5,INTJ,INTP
6,INTP,INFP
7,INFP,INFP
8,ESFJ,INFP
9,ENFJ,INTP
10,ENTP,ISFP
11,INFJ,ENTP
12,INTP,INTP
13,INTP,ENFJ
14,INFP,INTP
15,INFJ,INTP
16,ENFP,INTP
17,ISFP,ENFP
18,INTP,INTP
19,INTP,ISTP
20,INFP,INFP
21,ISTP,INTP
22,INTJ,INFP
23,INTP,INFJ
24,ISTP,INTP
25,INTJ,INFJ
26,INFP,INFP
27,ISTP,ENTP
28,ESTJ,ISTJ
29,INTP,ISTJ
30,ENTP,ENTP
31,ENTP,ISFJ
32,ISFP,INTP
33,INTP,INTP
34,ISTJ,INTJ
35,ENTP,INTP
36,INFJ,INTJ
37,INTP,INFJ
38,ESTP,INTP
39,INFJ,ENTP
40,INTP,ENTP
41,INTP,ENTP
42,INTP,INFP
43,ISTJ,INFP
44,INFJ,ISFJ
45,INFJ,INTP
46,ENFP,ENTP
47,ENTP,INTJ
48,ESTP,ESFP
49,INTP,INTP
50,ENTP,ENTP
51,ENTP,INFJ
52,INFP,ENTP
53,ENTP,INTP
54,ESTP,INFJ
55,INTP,ESFP
56,ISTJ,ESTP
57,INTP,INTP
58,INFJ,ISFP
59,INTP,INTP
60,ISTP,ENTP
61,INFJ,INTJ
62,INTP,ENFP
63,ESTP,ISTJ
64,INFJ,INFJ
65,ENTP,INFJ
66,INFP,ISFP
67,ESFP,ESFP
68,ENTP,INTP
69,INTP,INFP
70,INTJ,INTP
71,INFJ,ENFP
72,INTJ,INTJ
73,INFP,INFJ
74,INFP,INFP
75,INTJ,ESFJ
76,ENTP,INTP
77,ISFP,ISFP
78,ENTP,INTJ
79,INTJ,INTP
80,ESFJ,INTP
81,INFJ,INFP
82,INTP,ENTJ
83,ENFP,INTJ
84,ENTP,ENTP
85,INFP,INTP
86,INTJ,ISTP
87,ISTJ,INFJ
88,ENTP,INTP
89,INFP,ISTJ
90,INTP,ISTJ
91,INTJ,ENFJ
92,ESTP,INFJ
93,ISTP,ISTP
94,INTP,ENTP
95,INFJ,INFJ
96,INTJ,INFP
97,INTJ,INFJ
98,ISFP,INTJ
99,INFJ,INFP
100,INTP,INTJ
101,ISFP,INTJ
102,ESFP,ENTJ
103,ENTJ,ISTP
104,INFP,INTP
105,ISFP,INTJ
106,ISTP,ENTP
107,INTP,INTP
108,INFP,INTP
109,INTP,INTP
110,ENTP,ENTP
111,ISTP,INFJ
112,INTJ,INFJ
113,INFJ,INFJ
114,INFJ,INTP
115,INTP,ENTP
116,INFP,ENTP
117,INFP,INFJ
118,INFP,INFP
119,ESTP,INFJ
120,INTJ,INFJ
121,INTP,INTP
122,INTP,INTP
123,INTJ,INTJ
124,INFP,INFJ
125,INFP,ISTJ
126,INTJ,INTJ
127,INFJ,INTJ
128,ENTP,INFP
129,INFP,INTP
130,INTJ,INTJ
131,INTJ,INTP
132,INFJ,ISFP
133,INTP,INTJ
134,ENTJ,ENTP
135,INTJ,INTJ
136,ENTP,ENFP
137,ENTJ,INTP
138,INTP,INTP
139,INTP,ENTP
140,INTJ,INTP
141,ISTJ,INTP
142,INFJ,INFJ
143,INFJ,INTJ
144,ESTP,INTP
145,INFP,INFJ
146,ISFP,INFP
147,INFP,ISTP
148,ENTP,INFP
149,INTP,ISTP
150,ISFP,ENTJ
151,ESTP,INFJ
152,ESTP,INTP
153,ISTJ,ISTJ
154,INTP,ENTP
155,ENTP,ISFP
156,ENTJ,INTP
157,ISTJ,INFP
158,ISFP,ENFP
159,INTJ,INTJ
160,ISFP,INTP
161,INTJ,INTP
162,INTP,INTP
163,ENFP,ISTJ
164,INFJ,ENTP
165,ENTP,INTJ
166,ENTP,ESTP
167,INTJ,INTP
168,ENTP,INFJ
169,ENTP,INTJ
170,ENTP,ISTP
171,INTP,INTP
172,INFJ,INTP
173,INTP,ENTJ
174,ESFJ,ISTP
175,ENTP,ISTJ
176,ISTJ,INFP
177,ENTP,ENTP
178,INTJ,ENTJ
179,INTP,INTP
180,ENTP,INTP
181,ISFP,INTJ
182,ESFP,INFP
183,INTJ,INFJ
184,INFP,INFP
185,ENFJ,INFJ
186,ESTP,ENTP
187,ENTP,INTP
188,INFJ,ENFJ
189,INTP,ENTP
190,ESTP,INTJ
191,ENTP,ENFJ
192,ISFP,ISTP
193,ENFJ,ENTP
194,ISFJ,ENFJ
195,ISTJ,INTJ
196,ESFP,ISTJ
197,ISFJ,INTJ
198,INTP,INTP
199,ENTP,INTJ
200,INTP,ISFJ
201,ESTP,INTJ
202,INTJ,INTP
203,ENTJ,INTP
204,ENTP,ENTP
205,ENTP,ESTP
206,ESTP,ESTP
207,INTP,ENTP
208,INFP,INTP
209,ENTP,INFP
210,ENTP,INTP
211,ESTP,ENTP
212,INTJ,ENTP
213,INTP,INTP
214,ESTP,INFP
215,ENTJ,ISFJ
216,ENTP,ENTP
217,INTJ,ENTP
218,ENTP,ISTJ
219,INTJ,INFP
220,INTJ,ENTJ
221,INTJ,INTP
222,INFJ,INTP
223,ENFP,INFP
224,ENTP,INFP
225,ENFP,ENFP
226,ENFP,INFJ
227,ENTP,ISTJ
228,INTP,ENFJ
229,ENTP,INFJ
230,INFJ,INFP
231,INTJ,ENTP
232,INFJ,INTP
233,INFP,INTP
234,INFJ,INTP
235,ENFP,INTP
236,INFJ,INTP
237,INTJ,INFP
238,ENTP,INFJ
239,ENFP,INFP
240,INTP,INTJ
241,ISFJ,INFJ
242,ESTP,INFP
243,ENTP,INFP
244,INFP,INTJ
245,INFJ,INTP
246,ENTJ,ENFP
247,INFP,INTJ
248,ENTJ,INTP
249,INTP,INTP
250,ENTP,ISTP
251,ISTJ,INFJ
252,INTP,INTP
253,INTP,ENTP
254,ENFP,INTP
255,INFP,INFP
256,ISFP,INFJ
257,INFJ,INFP
258,ISTP,ENTP
259,INFJ,ENTP
260,ENTP,INFJ
261,INTP,ISFJ
262,INTJ,INTJ
263,INFP,INFJ
264,INTJ,INTJ
265,INTP,ISTJ
266,ISTJ,ENTP
267,INTP,INTJ
268,INTP,INTJ
269,INTJ,INFP
270,ESFP,INTJ
