,True,Predicted
0,INTP,ENFP
1,ISFJ,INTJ
2,ENFP,ISTP
3,ENTJ,INTJ
4,INTJ,INFJ
5,ISFP,ENFJ
6,ENTP,ISTJ
7,INTP,INTP
8,ENTP,INTJ
9,ISTJ,INTJ
10,INFP,INTP
11,ENTP,INTP
12,ENTP,INFP
13,INTP,INTJ
14,ENFJ,ESFP
15,INTJ,INTJ
16,ENFP,INTP
17,ISTP,INFP
18,ESFP,INFJ
19,INFJ,INFP
20,ISFP,INTJ
21,ENTJ,INTJ
22,INFP,ENTP
23,ESFP,INTP
24,ESTJ,ENTP
25,INFP,ISTJ
26,INTP,ENTP
27,ENFP,INTP
28,ESFP,ENFJ
29,ENFP,ENTP
30,INTJ,INTP
31,INTP,ISTJ
32,ISFP,ISTJ
33,INTP,INFJ
34,INTP,INTJ
35,INTP,ENTP
36,INTP,INTJ
37,INTP,ENTP
38,INFJ,INFJ
39,ENTP,ENTP
40,ISTP,INFJ
41,INTP,ISTJ
42,INTJ,ESFP
43,ISTJ,ENTJ
44,ISFP,ENFJ
45,INTP,INTP
46,ISTJ,INTP
47,INTP,INTP
48,ESFP,INFP
49,INTP,ISTJ
50,INTP,INTP
51,ENFJ,ENFJ
52,INFJ,ISFP
53,INTJ,ENTP
54,INFP,INTP
55,INTP,INTP
56,ISFP,ISFJ
57,INTJ,ENTP
58,ESFP,INFJ
59,INFP,INTJ
60,ENFP,INTJ
61,INTP,ENFJ
62,INTJ,INFP
63,ENTP,INFJ
64,INFP,INFP
65,INTJ,INTP
66,INTJ,ENFP
67,ISTJ,ISFJ
68,INTP,INTP
69,ISFP,ENTP
70,ESFP,ESFP
71,ENTP,ENTP
72,INTJ,INFP
73,ESFJ,INTP
74,ENTJ,INFJ
75,INTJ,INTP
76,ISFP,INTJ
77,ENTJ,ENFJ
78,INTJ,ISTJ
79,ENTJ,ENFP
80,ISFJ,ISFP
81,INTJ,INTP
82,ISFJ,INFJ
83,INTP,INFP
84,INFP,INTP
85,ISFP,ISFP
86,INFP,INFP
87,INFJ,INTP
88,ESTP,ISTP
89,ISTP,ENFP
90,INFJ,INTP
91,ENFJ,INTP
92,INFJ,INFP
93,ISTJ,INTP
94,ISFJ,INFJ
95,ENTP,INTJ
96,INFJ,INTJ
97,ENTP,ENTP
98,ENTJ,ENTP
99,ESTP,ENFP
100,INFP,INTP
101,INTJ,ISTJ
102,ISTJ,ISTJ
103,INFP,INTJ
104,INFP,INTP
105,INTJ,INTJ
106,INTJ,INTP
107,ISFJ,INTP
108,INFJ,INTP
109,INTJ,INFP
110,ESTP,ENTP
111,INFP,ISTJ
112,INTP,ISTJ
113,INTP,ENFJ
114,INTP,ENTP
115,INTJ,INTP
116,ENTP,INFP
117,INTP,INFP
118,INTJ,ENTP
119,ENFP,INTP
120,INTJ,ISTP
121,INTP,INTJ
122,ESFJ,ISTJ
123,INFJ,INFP
124,INFP,INTP
125,INFP,ENFP
126,ESFJ,INFP
127,ENTJ,INTP
128,INFJ,INFJ
129,ISTP,INTJ
130,ENTP,INFP
131,ENTJ,INTP
132,ENFP,ENTP
133,INTP,ENTP
134,INFJ,INFJ
135,ENTP,INTP
136,INTP,INFP
137,INFJ,INFP
138,INTP,INFP
139,ISFJ,ENTJ
140,INTP,INFJ
141,ENFJ,INFP
142,ENFP,INTP
143,INTJ,ISFP
144,ISFP,INTJ
145,ISTJ,ISTJ
146,INTJ,INFJ
147,INFP,INFP
148,INTP,INTP
149,ENTJ,INFJ
150,ISTP,INFJ
151,ISFJ,INFJ
152,ENTP,INTJ
153,ESFP,ISTP
154,ISTP,ENTP
155,INTJ,INTJ
156,INTJ,INTJ
157,ISTJ,INTJ
158,INTP,INTP
159,INFP,ISTJ
160,INFJ,INFP
161,INTP,INTP
162,INFP,INFP
