,True,Predicted
0,INTP,ENFP
1,ISFJ,ISFP
2,ENFP,ENFJ
3,ENTJ,INFP
4,INTJ,ISFP
5,ISFP,ISTJ
6,ENTP,ENTP
7,INTP,ESTP
8,ENTP,ESFJ
9,ISTJ,ISTJ
10,INFP,ENTP
11,ENTP,ISTP
12,ENTP,ENFJ
13,INTP,ENTP
14,ENFJ,INFP
15,INTJ,ENFP
16,ENFP,ENFP
17,ISTP,ENTJ
18,ESFP,ESTP
19,INFJ,ESTP
20,ISFP,ISTJ
21,ENTJ,ISFJ
22,INFP,ENTJ
23,ESFP,ENFP
24,ESTJ,ISFP
25,INFP,ISTJ
26,INTP,ISFJ
27,ENFP,ENFJ
28,ESFP,ESFJ
29,ENFP,INFP
30,INTJ,INTP
31,INTP,ISTJ
32,ISFP,ISFP
33,INTP,ENTJ
34,INTP,ESTJ
35,INTP,ENTP
36,INTP,INFP
37,INTP,ESFJ
38,INFJ,INFJ
39,ENTP,ENTP
40,ISTP,ENTP
41,INTP,ISTJ
42,INTJ,ESTJ
43,ISTJ,INFP
44,ISFP,ISTJ
45,INTP,INTP
46,ISTJ,ISFJ
47,INTP,ENTJ
48,ESFP,ESFJ
49,INTP,ISTJ
50,INTP,ISTJ
51,ENFJ,ENTJ
52,INFJ,INFJ
53,INTJ,INTJ
54,INFP,INFP
55,INTP,ESTP
56,ISFP,ESTP
57,INTJ,ISFJ
58,ESFP,ENFJ
59,INFP,ENTP
60,ENFP,ISFJ
61,INTP,INTP
62,INTJ,ESFJ
63,ENTP,ENTP
64,INFP,ENFP
65,INTJ,ISFJ
66,INTJ,ISFJ
67,ISTJ,ISFP
68,INTP,ENTJ
69,ISFP,ISTP
70,ESFP,ESFP
71,ENTP,ESFP
72,INTJ,ENTP
73,ESFJ,INTP
74,ENTJ,ENFP
75,INTJ,ESTJ
76,ISFP,ISFJ
77,ENTJ,ENTP
78,INTJ,ISTJ
79,ENTJ,ESTJ
80,ISFJ,INFP
81,INTJ,ISTP
82,ISFJ,ENTJ
83,INTP,ENFP
84,INFP,ISTP
85,ISFP,ISFP
86,INFP,ISFP
87,INFJ,ISTJ
88,ESTP,ISTP
89,ISTP,ESTJ
90,INFJ,ENTP
91,ENFJ,ENTP
92,INFJ,INFJ
93,ISTJ,INTP
94,ISFJ,ESFJ
95,ENTP,ESTP
96,INFJ,ISTJ
97,ENTP,ISFP
98,ENTJ,ENTJ
99,ESTP,ENFP
100,INFP,ENFP
101,INTJ,INTP
102,ISTJ,ISTJ
103,INFP,ESTP
104,INFP,ESTJ
105,INTJ,INFP
106,INTJ,ESTP
107,ISFJ,ISTP
108,INFJ,ESFP
109,INTJ,ISFJ
110,ESTP,ENTP
111,INFP,INFP
112,INTP,ESTP
113,INTP,ESTP
114,INTP,ISTP
115,INTJ,ENFJ
116,ENTP,ISFP
117,INTP,ESTP
118,INTJ,ENFP
119,ENFP,INFJ
120,INTJ,ISTP
121,INTP,ISFP
122,ESFJ,ISFJ
123,INFJ,ENFP
124,INFP,ISTJ
125,INFP,ENFP
126,ESFJ,ESTJ
127,ENTJ,ESTP
128,INFJ,ESFJ
129,ISTP,ENTJ
130,ENTP,ESFJ
131,ENTJ,INTJ
132,ENFP,ENTP
133,INTP,INFP
134,INFJ,ISFP
135,ENTP,ENTP
136,INTP,ESFJ
137,INFJ,ENFP
138,INTP,INFP
139,ISFJ,INTP
140,INTP,INTJ
141,ENFJ,ISFJ
142,ENFP,ENFP
143,INTJ,ISFP
144,ISFP,ENFP
145,ISTJ,ISTJ
146,INTJ,ISFJ
147,INFP,INFP
148,INTP,ISFP
149,ENTJ,ENTJ
150,ISTP,ISTJ
151,ISFJ,ISFJ
152,ENTP,ISFJ
153,ESFP,ENTJ
154,ISTP,ISFP
155,INTJ,INTJ
156,INTJ,INFJ
157,ISTJ,ISTP
158,INTP,INFP
159,INFP,ESTJ
160,INFJ,ISFP
161,INTP,ISTJ
162,INFP,ISFP
163,INTJ,ESFP
164,INTJ,ISTP
165,ESTP,ENTP
166,ENFP,INTP
167,ISFJ,ENFJ
168,INFJ,ESFP
169,INFJ,INFP
170,ENTP,ENTP
171,INTP,INTP
172,INTP,ISTP
173,ESFJ,ISFJ
174,INFJ,ESTP
175,INFP,ISTJ
176,INFJ,INFJ
177,INTJ,ISTP
178,INTP,INFP
179,INTJ,ENFP
180,ISTJ,ISFP
181,ENTJ,INFJ
182,ENFP,ENTJ
183,INFP,ESFJ
184,ISFJ,ENTP
185,ISFJ,ESFJ
186,INTP,INFP
187,INTJ,INFP
188,INTP,ISFJ
189,ESFP,ESTJ
190,ENTJ,ENFP
191,ENFP,ISTJ
192,ENFP,ESFJ
193,ESTJ,ENTP
194,ENFJ,INTJ
195,ENFJ,INTJ
196,ISFP,ESTP
197,ENTP,ESTP
198,ISFJ,INTJ
199,ENFP,ESTJ
200,ENFP,INFP
201,ISTJ,ESFJ
202,INTP,INTJ
203,ESTP,INTP
204,INFP,ISTJ
205,ISFJ,INFJ
206,INFP,ENFJ
207,INTP,ISTJ
208,ISFJ,INFJ
209,ESFP,ISTP
210,INTJ,INFJ
211,ISTJ,INFP
212,INFP,ENTP
213,INTP,INTP
214,ESTP,ESTP
215,ISTP,ISTP
216,INTP,INTJ
217,ISTJ,ENFP
218,INTJ,ENTJ
219,INTJ,INTP
220,ENFJ,ENFP
221,INTP,INFJ
222,INTJ,ISFJ
223,ISTP,ISTP
224,INTP,ISFP
225,ESTJ,ESTJ
226,INTP,INTP
227,ENFP,INTJ
228,ENTP,INFP
229,INFP,ISFP
230,ISFJ,INFJ
231,INFJ,INFP
232,INFP,ISTJ
233,ENTP,ESFP
234,ISTP,ENFP
235,ISTP,INFJ
236,INFJ,ISFJ
237,ESTP,INFJ
238,INTJ,INTJ
239,ENTP,ENTJ
240,ESFP,ENFJ
241,INTP,INFP
242,INFJ,ESFJ
243,ISTP,ENFJ
244,ESTJ,ENTJ
245,INTJ,INFJ
246,ENTP,INFP
247,INTP,ENTP
248,INTP,ENFP
249,INFP,INFJ
250,INFP,ENTP
251,ESTP,INFJ
252,ENTJ,ENTJ
253,INTP,ISFJ
254,ESFP,ISFJ
255,INTP,ESTP
256,ISFP,INFP
257,ENFP,ISTP
258,ENTP,ISFP
259,INFJ,ISTP
260,ENTP,INFJ
261,INTP,INFJ
262,INTP,ENTJ
263,INTP,ISFJ
264,INFP,ESTJ
265,INFP,ESFJ
266,ISTJ,ISTJ
267,INFP,ISFJ
268,ISFP,ESTP
269,ISTJ,ISFJ
270,INFJ,ENFJ
271,INTJ,ENTP
272,INTJ,ENFP
273,INFP,ESFP
274,INTJ,ISTJ
275,ENTP,INFP
276,INTP,INTP
277,ENTP,ESFP
278,ESFP,ISFP
279,INFP,ENTP
280,ENFJ,ESTP
281,ENTP,ISFP
282,INTJ,ENTP
283,ISTJ,INFJ
284,ENFP,INTJ
285,INTJ,ISTJ
286,ISTJ,ESTP
287,INFP,INTP
288,ENTP,ISTP
289,ISTJ,INFJ
290,INTP,ENFJ
291,ENTP,ISFP
292,INTJ,ISTJ
293,ESFP,INFP
294,ISTJ,INTJ
295,INFP,ESTP
296,ISFP,INTP
297,INTP,ENTP
298,ISTJ,INTP
299,ISFJ,INFP
300,INFP,ENFP
301,ENTP,ENTJ
302,ISTJ,ESFJ
303,INTP,INTP
304,INTJ,ISTJ
305,ISTJ,INFJ
306,INTJ,INFJ
307,INFP,ISFJ
308,INTP,ESTJ
309,ESTP,ISFP
310,ENTJ,ESTP
311,ENTP,INTP
312,ENFP,ISFP
313,ISFP,ISFP
314,INFP,ENFJ
315,INTP,INTP
316,INFJ,ISFJ
317,INTJ,INTP
318,ESFP,ISTP
319,INFP,ENFP
320,ESTJ,ENTJ
321,ENTP,ESTJ
322,INTJ,ESTJ
323,ESTP,ISFP
324,INTJ,INTJ
325,ENTJ,INFP
326,INTP,INFJ
327,ISTJ,ISTJ
328,ENFP,ISFJ
329,INTJ,ENFJ
330,ISFP,ISFP
331,ISTP,ENFP
332,INTP,ESFJ
333,INTJ,ISFP
334,ENTP,ISTP
335,ESTP,INTJ
336,ENFP,ISFJ
337,ENTP,ESTP
338,INTJ,ENTJ
339,INTP,ISTJ
340,INFP,ENTP
341,INFP,ESFJ
342,ENTP,INTP
343,ESTP,INTJ
344,ISFP,INTJ
345,ISTJ,INFJ
346,ENTP,ENTJ
347,ISTP,ENTP
348,ESTJ,ESFP
349,ENTP,ENTP
350,ISTJ,INTP
351,INTP,ESTP
352,INTJ,ISFJ
353,ENFP,INFP
354,INFJ,ISFP
355,INFP,ISFP
356,ENTP,INFP
357,ISTP,ESTP
358,ENFP,ENFP
359,INTP,ISTP
360,ENTP,ESTP
361,INTJ,INFP
362,INFJ,ISTP
363,INTP,ISFP
364,ISFP,ISFP
365,ENTP,ENTJ
366,ENFJ,ENTP
367,INTP,INTP
368,ENFJ,ENFJ
369,INFP,ISFJ
370,INTJ,INTJ
371,ISTJ,INTP
372,INFP,INTJ
373,INTP,ESTP
374,INFP,ESFP
375,INFP,ISTJ
376,INFJ,INFJ
377,ESTP,ESTP
378,ISTJ,ISFJ
379,ENTP,ENTJ
380,ISTP,ENTP
381,INFJ,ISFJ
382,INTJ,INFP
383,ENFP,ISFP
384,ISFP,INFJ
385,ENTJ,ENTP
386,INTP,ENTP
387,ISFP,INFP
388,INFJ,ENFP
389,INTP,ENTP
390,INTJ,INTP
391,INTP,ESFJ
392,INTP,INTP
393,ISTJ,INFP
394,INFJ,ENTJ
395,ISFP,ISFJ
396,ENTP,INTP
397,INTP,ENTJ
398,ESFP,ISTP
399,INTJ,ENFJ
400,INFJ,ISFP
401,ENFJ,INFJ
402,ESTP,INFJ
403,ESTP,ENFP
404,INTP,ISTJ
405,ISTJ,ESTJ
406,ENTP,ENTP
407,ISTJ,ISTJ
408,ENFP,INTP
409,INTP,ESTJ
410,INFJ,ISTJ
411,ESTJ,ISFJ
412,INTJ,ISFP
413,INTP,INTJ
414,INTP,INFP
415,INFJ,INFJ
416,INTP,INTP
417,INTJ,ESTP
418,INFP,ISFJ
419,INFP,INFJ
420,ESTP,ISTP
421,INFP,INFJ
422,ENTJ,ENTP
423,ISTP,ENTP
424,INTJ,ISFJ
425,ISFP,ENTJ
426,INTJ,ENTP
427,INTP,ENFJ
428,INTP,ISTP
429,INTP,INTP
430,ISTJ,ENFP
431,INFP,ENFP
432,INFP,ENFJ
433,INTJ,ESTP
434,INTJ,ISTJ
435,INTP,ISFP
436,INTP,INTP
437,INTP,ENFP
438,ISFP,ESTP
439,ESFP,ENFP
440,ESTP,ISFJ
441,INFP,INTP
442,INFP,ISFP
443,ISTJ,ISTJ
444,ENFP,ISFP
445,INFP,ESFJ
446,ENTP,ENTP
447,ESFP,ENTP
448,INFJ,INTJ
449,INTP,ISTP
450,INTP,ENTJ
451,ISTJ,ENTP
452,ENTP,ESFP
453,ENTP,ESTP
454,INFP,ENFP
455,INTP,INTP
456,INFJ,INFJ
457,INTP,INFJ
458,INFP,ENFP
459,ENTJ,ENTJ
460,INFJ,INFP
461,INFJ,ENTP
462,INFP,ENFP
463,INTJ,INFP
464,ISFJ,INFJ
465,ISTP,ENTJ
466,ENFJ,ISFJ
467,ESTP,ISFJ
468,INFJ,INFJ
469,INTP,ENTP
470,INTP,INTP
471,INTJ,ESFP
472,ISTJ,ISFJ
473,INTP,INTJ
474,INTP,INFJ
475,ISFP,ESTP
476,ESFJ,ESFJ
477,INFJ,ISFP
478,INFP,INFJ
479,ENFJ,ISFJ
480,INTJ,ISFJ
481,ENTP,INFP
482,INFP,ENTP
483,INTJ,INTP
484,ENFP,ESFJ
485,ESTP,ENTP
486,INTP,ISFJ
487,INFP,ENTP
488,INTJ,ESFP
489,ISFP,ISTJ
490,ENTJ,ENFP
491,ISTP,ISFP
492,INTP,ENTP
493,INTJ,ENFJ
494,INTJ,INTJ
495,INTP,ENFJ
496,INTP,INTP
497,INTJ,ENTP
498,ISTP,INTJ
499,INFJ,ENTP
500,ENTJ,ENTJ
501,ISTP,ISFP
502,ESFP,ENTJ
503,INFP,ISFJ
504,INTJ,ESFP
505,ENFP,ENFP
506,INTP,ESTJ
507,INTP,ENTP
508,INTJ,ISTJ
509,INFP,INFJ
510,INFP,ENFJ
511,ESTP,ESTP
512,ESTJ,ESTP
513,INTP,INTP
514,ISTP,INFJ
515,ISTP,ENTP
516,INFP,ISTJ
517,ENTJ,ENTJ
518,ENFP,ENFP
519,INTJ,INFP
520,INTP,ISFP
521,INTP,ENTP
522,ENTP,INTP
523,ISFP,INFP
524,INTP,ENTP
525,ENTP,INTP
526,INTP,INTP
527,ISFP,INFJ
528,ESTJ,ESTJ
529,ISFP,INFP
530,INTP,ISFP
531,INFJ,ESTP
532,INTP,ISTJ
533,INFP,INTJ
534,INFP,ENTP
535,ISTP,INFP
536,INFP,ISTJ
537,INFJ,ISFJ
538,INTJ,ENTJ
539,ISTJ,ISTJ
540,ISTJ,ENFJ
541,ENFP,INFJ
542,INFP,ISFJ
